PMID,Title,Authors,Abstract,Publication Year,study_name,included_in_study
32272785,Positive Association of Cardiovascular Disease (CVD) with Chronic Exposure to Drinking Water Arsenic (As) at Concentrations below the WHO Provisional Guideline Value: A Systematic Review and Meta-Analysis.,"Lingqian Xu, Debapriya Mondal, David A Polya","To the best of our knowledge, a dose-response meta-analysis of the relationship between cardiovascular disease (CVD) and arsenic (As) exposure at drinking water As concentrations lower than the WHO provisional guideline value (10 µg/L) has not been published yet. We conducted a systematic review and meta-analyses to estimate the pooled association between the relative risk of each CVD endpoint and low-level As concentration in drinking water both linearly and non-linearly using a random effects dose-response model. In this study, a significant positive association was found between the risks of most CVD outcomes and drinking water As concentration for both linear and non-linear models (",2020,Menon_2022,1
32365627,Arsenic Exposure and Risk of Urothelial Cancer: Systematic Review and Meta-Analysis.,"Pamela Di Giovanni, Giuseppe Di Martino, Piera Scampoli, Fabrizio Cedrone, Francesca Meo, Giuseppe Lucisano, Ferdinando Romano, Tommaso Staniscia",,2020,Menon_2022,1
32316194,Respiratory and Allergic Effects in Children Exposed to Pesticides-A Systematic Review.,"Rafael Junqueira Buralli, Amana Freitas Dultra, Helena Ribeiro","Pesticide exposure may affect children's respiratory and allergic health, although results from epidemiological studies have not reached consensus. This review aims to analyze the scientific evidence on respiratory and allergic effects of exposure to agricultural pesticides in children aged up to 12 years old. The databases PubMed, Web of Science, Scielo, and Lilacs were screened to select articles published in English, Spanish, or Portuguese, and 21 articles were included in this review. Most investigations were conducted in North America (mostly in the United States), while no studies conducted in Latin America or Africa were found, despite their intensive use of pesticides. Children are exposed to pesticides through multiple pathways from the prenatal period throughout later developmental stages and may experience several respiratory effects. Most studies (79%) found positive associations with pesticide exposure and children's respiratory and allergic effects such as asthma, wheezing, coughs, acute respiratory infections, hay fever, rhinitis, eczema, chronic phlegm, and lung function impairments. Contrastingly, 21% of the studies found no associations between pesticide exposure and children's respiratory health. The vast differences among the characteristics of the studies hamper any comparison of the results. Exposure to pesticides may have several impacts on childhood respiratory health. More studies must be conducted, especially in low- and middle-income countries, preferably with comparable research protocols adapted to local realities. Efforts should be made to develop comprehensive risk mitigation strategies and behavioral interventions to reduce children's exposure to pesticides used in agriculture and respiratory health effects, and to ensure healthy childhood growth.",2020,Menon_2022,1
32283742,Association between Female Reproductive Health and Mancozeb: Systematic Review of Experimental Models.,"Serena Bianchi, Stefania Annarita Nottola, Diana Torge, Maria Grazia Palmerini, Stefano Necozione, Guido Macchiarelli","Mancozeb is a widely used fungicide approved for use in agriculture in many countries with long persistence in the environment and consequent bioaccumulation in tissues and biological fluids. Despite the large amount of studies published in recent years, the relationship between mancozeb exposure and female reproductive health is not fully elucidated. In order to summarize current evidence on mancozeb exposure and female reproductive disease, we performed a systematic review of literature. Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) guidelines were used to make this review. An adapted version of the National Toxicology Program's Office of Health and Assessment and Translation (OHAT) framework was used to evaluate the risk of bias. Electronic search on two databases (PubMed and Scopus) was used to find experimental studies (in vitro and in vivo) on mancozeb exposure. The database search identified 250 scientific articles, 20 of which met our inclusion criteria. Selected data were then reviewed and summarized in tables. Overall, mancozeb represents a hazard for female reproductive health, with different mechanisms of action. Undoubtedly more experimental and epidemiological studies are required to definitively validate mancozeb as reproductive toxicant.",2020,Menon_2022,1
32344732,A Systematic Review and Meta-Analysis of Associations between Green and Blue Spaces and Birth Outcomes.,"Selin Akaraci, Xiaoqi Feng, Thomas Suesse, Bin Jalaludin, Thomas Astell-Burt","Previous studies suggest that green and blue spaces may promote several health outcomes including birth outcomes. However, no synthesis of previous work has specifically asked policy-relevant questions of how much and what type is needed in every neighborhood to elicit these benefits at the population level. A systematic review and meta-analyses were conducted to synthesize thirty-seven studies on the association between residential green and blue spaces and pregnancy outcomes. Meta-analyses were performed for birth weight (BW), small for gestational age (SGA), low birth weight (LBW) and preterm birth (PTB). Increase in residential greenness was statistically significantly associated with higher BW [β = 0.001, 95%CI: (<0.001, 0.002)] and lower odds of SGA [OR = 0.95, 95%CI: (0.92, 0.97)]. Associations between green space and LBW and PTB were as hypothesized but not statistically significant. Associations between blue spaces and pregnancy outcomes were not evident. No study explicitly examined questions of threshold, though some evidence of nonlinearity indicated that moderate amounts of green space may support more favorable pregnancy outcomes. Policy-relevant green and blue space exposures involving theory-driven thresholds warrant testing to ensure future investments in urban greening promote healthier pregnancy outcomes.",2020,Menon_2022,1
32248699,Association between exposure to air pollutants and attention-deficit hyperactivity disorder (ADHD) in children: a systematic review and meta-analysis.,"Mengjie Zhang, Changhong Wang, Xinxin Zhang, Huiling Song, Yan Li","Recent studies have reached mixed conclusions regarding the association between exposure to air pollutants and attention-deficit hyperactivity disorder (ADHD). We performed systematic review and meta-analysis to determine whether air pollutants were risk factors for the development of ADHD in children. We systematically searched databases for all relevant studies up to 2 July 2019. Together, the studies indicated that exposure to PAHs (risk ratio (RR): 0.98, 95% confidence interval (CI): 0.82-1.17), NOx (RR: 1.04, 95% CI: 0.94-1.15), and PM (RR: 1.11, 95% CI: 0.93-1.33) did not have any material relationship with an increased risk of ADHD. Heterogeneity of study data was low (",2022,Menon_2022,1
31070475,Short and Long Term Exposure to Ambient Air Pollution and Impact on Health in India: A Systematic Review.,"Rahul Rajak, Aparajita Chattopadhyay","Health effects attributable to short-term and long-term ambient air pollution (AAP) exposure in Indian population are less understood. This study evaluates the effect of short time and long-term exposure to AAP on respiratory morbidity, mortality and premature mortality for the exposed population. A total of 59 studies are reviewed to examine the effects of short-term exposure (n = 23); long-term exposure (n = 18) and premature mortality (n = 18). Short-term exposures to ambient pollutants have strong associations between COPD, respiratory illnesses and higher rates of hospital admission or visit. The long-term effects of AAP, associated with deficit lung function, asthma, heart attack, cardiovascular mortality and premature mortality have received much attention. Particulate matter (PM",2020,Menon_2022,1
32048436,Foetal and childhood exposure to famine and the risks of cardiometabolic conditions in adulthood: A systematic review and meta-analysis of observational studies.,"Khemayanto Hidayat, Xuan Du, Bi-Min Shi, Li-Qiang Qin","A systematic review and meta-analysis of observational studies was performed to provide a deeper understanding of the associations between foetal and childhood exposure to famine and the risks of type 2 diabetes mellitus (T2DM), metabolic syndrome, hypertension, hyperglycaemia, dyslipidaemia, obesity, overweight, coronary heart disease, stroke, and nonalcoholic fatty liver disease (NAFLD) in adulthood. Both foetal and childhood exposure to famine were positively associated with the risks of T2DM (foetal exposure: RR 1.37, 95% CI, 1.23-1.52; childhood exposure: RR 1.33, 95% CI, 1.08-1.64), metabolic syndrome (RR 1.26, 95% CI, 1.07-1.50; RR 1.24, 95% CI, 1.13-1.35), hypertension (RR 1.30, 95% CI, 1.07-1.57; RR 1.33, 95% CI, 1.02-1.74), hyperglycaemia (RR 1.27, 95% CI, 1.11-1.45; RR 1.25, 95% CI, 1.10-1.42), dyslipidaemia (RR 1.48, 95% CI, 1.33-1.66; RR 1.27, 95% CI, 1.12-1.45), obesity (RR 1.19, 95% CI, 1.02-1.39; RR 1.13, 95% CI, 1.00-1.28), overweight (RR 1.17, 95% CI, 1.07-1.29; RR 1.07, 95% CI, 1.00-1.14), coronary heart disease (RR 1.22, 95% CI, 1.00-1.51; RR 1.21, 95% CI, 1.09-1.35), and moderate-to-severe NAFLD (RR 1.66, 95% CI, 1.07-2.57; RR 1.68, 95% CI, 1.41-1.99) in adulthood. No association was observed for the risks of stroke or mild NAFLD. Adjustments for age, alcohol, smoking, body mass index, and physical activity nullified some associations. The associations were generally stronger in women than in men. In summary, foetal and childhood exposure to famine may confer greater risks of developing certain cardiometabolic conditions in adulthood, particularly in women. The extent to which risks for cardiometabolic conditions are associated with early-life famine appears to be determined by certain factors in adulthood.",2020,Menon_2022,1
32184210,Occupational lifting and adverse pregnancy outcome: a systematic review and meta-analysis.,Agathe Croteau,"This systematic review was conducted to help clarify the effect of lifting at work on pregnancy outcome, by focusing on specific exposure categories. A search in Medline and Embase identified 51 articles reporting association of spontaneous abortion (SA), preterm delivery (PTD) or small-for-gestational-age (SGA) infant with exposure to occupational lifting. A global validity score was assigned to each study and six potential sources of bias were considered in sensitivity analyses. For each exposure-outcome combination, a summary risk estimate (RE) was obtained from all studies and from a subset of studies with high validity score, this latter summary RE was selected as a final result. Statistical heterogeneity was measured with I",2020,Menon_2022,1
31932956,A systematic review on the effect of work-related stressors on mental health of young workers.,"P C F Law, L S Too, P Butterworth, K Witt, N Reavley, A J Milner",There is no review on the effect of work-related stressors on mental health of young workers. We systematically reviewed epidemiological evidence on this relationship.,2020,Menon_2022,1
32361950,Exposure to heavy metals and the risk of osteopenia or osteoporosis: a systematic review and meta-analysis.,"C Jalili, M Kazemi, E Taheri, H Mohammadi, B Boozari, A Hadi, S Moradi","The relationship between heavy metal exposure and risk of osteopenia or osteoporosis has biological plausibility, yet it remains inconclusive; therefore, we conducted a systematic review and meta-analysis to evaluate the associations between exposure to heavy metals (i.e., cadmium, lead, and mercury) and the risk of osteopenia or osteoporosis. Databases of MEDLINE, Embase, Scopus, and Web of Science were searched through November 2019, to identify studies that evaluated the relationship between exposure to cadmium, lead, and mercury and risk of osteopenia or osteoporosis in adults. Fourteen eligible studies were included. Effect sizes expressed as pooled odds ratios (OR) and 95% confidence intervals (CI) were estimated using weighted random-effect models. Exposure to cadmium (OR = 1.35; 95% CI: 1.17 to 1.56; P ≤ 0.001) and lead (OR = 1.15; 95% CI: 1.00 to 1.32; P = 0.05) was associated with an increased risk of osteopenia or osteoporosis, unlike mercury. Subgroup analyses showed cadmium exposure increased the risk of osteopenia or osteoporosis in older (> 65 yrs.; OR = 1.43; 95%CI: 1.08 to 1.88, P = 0.01) compared with younger (18-65 yrs.; OR = 1.24; 95% CI: 1.02 to 1.52, P = 0.03) adults. Also, lead exposure increased the risk in men (OR = 1.55; 95% CI: 1.15 to 2.09, P = 0.007) unlike in women. By contrast to urinary levels, blood (OR = 1.26; 95% CI: 1.08 to 1.47, P = 0.003) and dietary (OR = 1.46; 95% CI: 1.28 to 1.67, P < 0.001) levels of cadmium were associated with an increased risk of osteopenia or osteoporosis. Exposure to cadmium and lead may be associated with an increased risk of osteopenia or osteoporosis, although high heterogeneity was detected.",2020,Menon_2022,1
31692109,Prevalence of respiratory conditions among people who use illicit opioids: a systematic review.,"Joe Hulin, Arjuna Brodie, John Stevens, Caroline Mitchell",There are growing concerns over the respiratory health of people who use illicit opioids due to high rates of opioid inhalation and tobacco smoking in this group. This study aimed to summarize the evidence relating illicit opioid use with poor respiratory health.,2020,Menon_2022,1
32240845,Evaluating health risks associated with exposure to ambient surface waters during recreational activities: A systematic review and meta-analysis.,"Gary S Russo, Sorina E Eftim, Alexandra E Goldstone, Alfred P Dufour, Sharon P Nappier, Timothy J Wade","Recreational water quality guidelines protect the public from health risks associated with water recreation by helping to prevent unacceptable concentrations of pathogenic organisms in ambient water. However, illness risk is associated with both the concentration of pathogens in the water and the degree of contact with those pathogens. Different recreational activities can result in different levels of contact with ambient water containing water-borne pathogens. We conducted a systematic literature review and meta-analysis to evaluate risks of illness associated with different recreational activities and different levels of contact to ambient surface waters. We screened 8,618 potentially relevant studies for quantitative measures of risk using inclusion/exclusion criteria established in advance. We categorized recreational activities as swimming, sports-related contact, minimal contact, and sand contact. We combined relative risks using a random effects meta-analysis for adverse health outcome categories representing gastrointestinal illness, respiratory illness, skin, eye, ear, nose, throat, and cold/flu illness. We identified 92 studies meeting our inclusion criteria. Pooled risk estimates indicate significant elevation of gastrointestinal illness with the recreational activity categories swimming (2.19, 95% CI: 1.82, 2.63) and sports-related contact (2.69, 95% CI: 1.04, 6.92), and nonsignificant elevation of gastrointestinal illness with minimal contact (1.27, 95% CI: 0.74, 2.16). We also found a significant elevation of respiratory illness with swimming (1.78, 95% CI: 1.38, 2.29) and sports-related contact (1.49, 95% CI: 1.00, 2.24), and no elevation of respiratory illness with minimal contact (0.90, 95% CI: 0.71, 1.14). This study suggests that exposures associated with different types of recreational activities are important characteristics of the exposure pathway when assessing illness risk associated with recreation in ambient surface waters.",2020,Menon_2022,1
32386510,"Association between pesticide exposure and paraoxonase-1 (PON1) polymorphisms, and neurobehavioural outcomes in children: a systematic review.","Nkosinathi Banhela, Pragalathan Naidoo, Saloshni Naidoo","Environmental factors such as pollution, pesticide exposure and socio-demographic location have been implicated as a pressure capable of altering genetic make-up. Altered genetic sequence of genes encoding enzymes may result in single nucleotide polymorphism (SNP). Of peculiar interest is the genetic variance on the paraoxonase-1 gene induced by pre- and postnatal exposure to pesticides. SNP have been reported on the paraoxonase-1 gene and post-xenobiotic exposure and are presumed to alter gene sequence and ultimately enzymatic activity. The altered enzymatic activity may facilitate neurodevelopment disorders. Autism spectrum disorders (ASD) and attention deficit hyperactivity disorder (ADHD) are among the neurodevelopment disorders of which prevalence is concurrently associated with increasing environmental xenobiotic exposure. The variance on xenobiotic metabolising genes is associated with altered neurodevelopment outcome and ultimately altered neurobehavioural outcome. Prime interests of this systematic review were to establish an understanding of the sequences on the paraoxonase-1 gene associated with adverse neurobehavioural outcome. An in-depth literature search was conducted using the term combination ""pesticide exposure, pre- and postnatal exposure, organophosphates/organophosphorus, single nucleotide polymorphism, paraoxonase-1 (PON-1), neurodevelopment/neurobehavioural outcome in child/infant"". Articles published from the year 2000 to 2018 were considered for review. The result showed that variance on the PON1-108 and 192 alleles could be implicated in the development of altered neurobehavioural outcomes.",2020,Menon_2022,1
32446663,The association between exposure to second-hand smoke and sleep disturbances: A systematic review and meta-analysis.,"Farhana Safa, Michael Chaiton, Ilias Mahmud, Shamim Ahmed, Alanna Chu",To investigate the association between second-hand smoke (SHS) exposure and sleep disturbances by systematically reviewing the literature base and to quantify this association by conducting a meta-analysis.,2020,Menon_2022,1
32354630,Impact of shift work on blood pressure among emergency medical services clinicians and related shift workers: A systematic review and meta-analysis.,"P Daniel Patterson, Kristina A Mountz, Caitlin T Budd, Jenna L Bubb, Austin U Hsin, Matthew D Weaver, Rose L Turner, Thomas E Platt, Francis X Guyette, Christian Martin-Gill, Daniel J Buysse, Clifton W Callaway","Compared to day workers, shift workers face an elevated risk of cardiovascular disease. We reviewed the evidence to address the research question: Does acute exposure to shift work impact (blunt) the natural drop (dip) in Blood Pressure (BP) occurring during sleep and/or nighttime hours? (PROSPERO CRD42018110847).",2020,Menon_2022,1
31761290,Long-term exposure to outdoor air pollution and the risk of development of rheumatoid arthritis: A systematic review and meta-analysis.,"Dongsheng Di, Linlin Zhang, Xiaoxiao Wu, Ruixue Leng",Air pollution ranks high among risk factors for the global burden of disease. The associations of air pollution and rheumatoid arthritis (RA) are controversial. This systematic review and meta-analyses has analyzed the association between outdoor air pollution and the development of RA.,2020,Menon_2022,1
32325560,Toxicity of polybrominated diphenyl ethers (PBDEs) on rodent male reproductive system: A systematic review and meta-analysis of randomized control studies.,"Tongtong Zhang, Xiang Zhou, Aiming Xu, Ye Tian, Yuhao Wang, Yao Zhang, Qi Gu, ShangQian Wang, Zengjun Wang","Polybrominated diphenyl ethers (PBDEs) are a group of environmental endocrine-disrupting chemicals (EDCs). According to recent studies, the associations between PBDEs and rodent male reproductive system are controversial. Therefore, we performed this systematic review and meta-analysis to clarify the effects of PBDEs on rodent male reproductive system. Data were extracted from articles collected from PubMed, Web of Science, and other databases. The pooled standard mean deviation (SMD) with 95% confidence interval (95% CI) was used to evaluate the association between the male rodent reproductive system impairment and PBDE exposure. Ten articles were included in the present meta-analysis and systematic review. The summary SMD of reproductive toxicity associated with PBDEs was -0.46 (95% CI: -0.69, -0.22), and the overall association between DE-71 along with BDE-209 and male reproductive system damage was statistically significant (SMD = -0.7 95% CI: -1.18, -0.21, p = .041; SMD = -0.41, 95% CI: -0.77, -0.05, p = .000). The adverse impact of PBDEs on rodent male reproductive system, especially seminal vesicle (SMD = -1.09, 95% CI: -1.49, -0.49, p = .523) and ventral prostate (SMD = -1.27, 95% CI: -1.88, -0.65, p = .821), were clearly demonstrated. Moderate (SMD = -0.81, 95% CI: -1.182, -0.437, p = .197) and high (SMD = -0.41, 95% CI: -0.76, -0.05, p = .000) dosage may have exerted effect than relatively low (SMD = -0.29, 95% CI: -0.17, 0.12, p = .136) dosage. In conclusion, our meta-analysis and systematic review suggested PBDE toxicity on the male reproductive system.",2020,Menon_2022,1
32325616,Influence of residential greenness on adverse pregnancy outcomes: A systematic review and dose-response meta-analysis.,"Yongle Zhan, Jintao Liu, Zhiming Lu, Hexin Yue, Jingwen Zhang, Yu Jiang","With the development of urbanization, there is a decreasing tendency for people contact with natural greenness. Whether maternal exposure to greenness has an impact on pregnancy complications and pregnancy outcomes remains to be confirmed.",2020,Menon_2022,1
32422434,The association between road traffic noise and myocardial infarction: A systematic review and meta-analysis.,"Masoud Khosravipour, Payam Khanlari","This systematic review and meta-analysis study aimed to investigate the association between exposure to road traffic noise (RTN) and myocardial infarction (MI). Of 681 studies found by searching in databases, including Scopus, Web of Science, Embase, and PubMed on November 29, 2019, the number of 13 studies, including seven cohort, five case-control, and one cross-sectional studies with 1,626,910 participants and 45,713 cases of MI was included. The pooled relative risk (RR) and 95% confidence interval (CI) of MI were calculated using a random-effect model across studies. Heterogeneity measures by reporting the I-square index. Subgroup analysis according to the designs and sensitivity analysis based on the Jackknife approach was performed. We observed in the eight studies the association was investigated in different noise exposure groups and in the 10 studies (including two conference papers) the risk of MI was provided per specific unit increment of RTN. We ran two independent types of meta-analyses involving a categorical analysis (comparing the highest and the lowest category of noise exposure groups) and an exposure-response analysis (the risk of MI per 10-dB increment of RTN). The pooled RR (95% CI) of MI for the categorical and exposure-response meta-analyses was calculated 1.03 (0.93, 1.13) and 1.02 (1.00, 1.05), respectively. For both types of meta-analyses, subgroup analysis indicates a significant association in the studies with case-control and cross-sectional designs but not cohort studies. For the exposure-response meta-analysis, a significantly greater risk of MI was observed after excluding the two conference papers (RR = 1.03 and 95% CI = 1.00, 1.05) and by further excluding the studies provided originally the risk of MI only for the categorical analysis (RR = 1.02 and 95% CI = 1.01, 1.03). We did not show a significant publication bias across studies. In conclusion, our study suggests a significant odds of association between exposure to RTN and the risk of MI.",2020,Menon_2022,1
31991162,Systematic review and meta-analysis of epidemiological literature evaluating the association between exposure to man-made vitreous fibers and respiratory tract cancers.,"Natalie Suder Egnot, Stacey M Benson, Mark F Vater, Rebecca Hazan, Opal Patel, Gary M Marsh","We conducted a systematic review and meta-analysis of epidemiological studies that evaluated occupational exposure to man-made vitreous fibers (MMVF) including glass, rock, and slag wools, and respiratory tract cancers (RTC) including cancers of the larynx, trachea, bronchus, and lung. The MEDLINE/PubMed and Web of Science databases were searched in order to identify epidemiological studies that evaluated the association between occupational MMVF exposure and RTCs. We performed random-effects meta-analyses of relevant studies identified by our literature search, and evaluated sources of between-study heterogeneity. The pooled relative risk (RR) of RTC among workers exposed to MMVFs was 1.09 (95% CI = 0.97, 1.22). The RR was closer to 1.0 when limiting the analysis to effect estimates from studies that accounted for the main a priori risk factors for RTC, asbestos exposure and smoking (RR = 1.03, 95% CI = 0.90, 1.18). Overall, our synthesis of the epidemiological literature suggests that occupational MMVF exposure is not associated with risk of RTC.",2020,Menon_2022,1
32349855,Relationship between gestational acrylamide exposure and offspring's growth: a systematic review and meta-analysis of cohort studies.,"Yongle Zhan, Ying Xiao, Tianjia Guan, Shuyang Zhang, Yu Jiang",To estimate the current evidence regarding the association between gestational acrylamide (AA) exposure and offspring's growth.,2020,Menon_2022,1
31899558,Effect of greenness on asthma in children: A systematic review.,"Kim Hartley, Patrick Ryan, Cole Brokamp, Gordon L Gillespie","Greenness such as trees, plants, and shrubs may positively influence mental and physical health, but the relationship between greenness and asthma is poorly understood. Because asthma is the most prevalent child respiratory disease internationally, elucidating the role of greenness may substantially benefit public health. The purpose of this systematic review was to synthesize findings related to effects of greenness on asthma in children. Following PRISMA guidelines, six databases were searched for international publication of primary research results relevant to the relationship between greenness and child asthma. Of 82 initial results, seven articles remained after removal of duplicates and applying exclusion criteria. Six reported no direct association between greenness and child asthma, while one found increased greenness protective for asthma. None found a negative direct association between greenness and child asthma. Evidence supported benefits of greenness on child asthma through mediation of factors such as exposure to tobacco smoke, high traffic volume, and difficult family relationships. Even without a direct association, greenness can be considered a public health asset as it may mediate other factors contributing to asthma in children. Public health nurses can use these findings to educate clients and partners while advocating for policies to protect greenness.",2020,Menon_2022,1
32059156,Is job strain a risk factor for musculoskeletal pain? A systematic review and meta-analysis of 21 longitudinal studies.,"S Amiri, S Behnezhad","Given that job strain can be a risk factor for health, the researchers looked at the meta-analysis in which consequences of musculoskeletal pain in job strain is reviewed.",2020,Menon_2022,1
