PMID,Title,Authors,Abstract,Publication Year,study_name,included_in_study
27826762,Matrix based autologous chondrocyte implantation in children and adolescents: a match paired analysis in a follow-up over three years post-operation.,"Thomas Richard Niethammer, Martin Holzgruber, Mehmet Fatih Gülecyüz, Patrick Weber, Matthias Frank Pietschmann, Peter Ernst Müller",The aim of this study is the investigation of the clinical results after third generation autologous chondrocyte implantation in the knee in a follow-up over three years post-operation. Our primary focus is on the effects of this procedure on children and adolescent patients as there is a lack of knowledge regarding the clinical outcomes in children/adolescents in particular when compared with adults.,2017,Jeyaraman_2020,1
25548122,Matrix-induced autologous mesenchymal stem cell implantation versus matrix-induced autologous chondrocyte implantation in the treatment of chondral defects of the knee: a 2-year randomized study.,"Isık Akgun, Mehmet C Unlu, Ozan A Erdal, Tahir Ogut, Murat Erturk, Ercument Ovali, Fatih Kantarci, Gurkan Caliskan, Yamac Akgun","Cell-based strategies that combine in vitro- expanded autologous chondrocytes with matrix scaffolds are currently preferred for full-thickness cartilage lesions of the knee ≥2 cm(2). Although this approach is reasonable, continuing advances in the field of cartilage repair will further expand the options available to improve outcomes.",2015,Jeyaraman_2020,1
14996869,Autologous chondrocyte implantation compared with microfracture in the knee. A randomized trial.,"Gunnar Knutsen, Lars Engebretsen, Tom C Ludvigsen, Jon Olav Drogset, Torbjørn Grøntvedt, Eirik Solheim, Torbjørn Strand, Sally Roberts, Vidar Isaksen, Oddmund Johansen","New methods have been used, with promising results, to treat full-thickness cartilage defects. The objective of the present study was to compare autologous chondrocyte implantation with microfracture in a randomized trial. We are not aware of any previous randomized studies comparing these methods.",2004,Jeyaraman_2020,1
18202295,Characterized chondrocyte implantation results in better structural repair when treating symptomatic cartilage defects of the knee in a randomized controlled trial versus microfracture.,"Daniel B F Saris, Johan Vanlauwe, Jan Victor, Miroslav Haspl, Michael Bohnsack, Yves Fortems, Bruno Vandekerckhove, K Frederik Almqvist, Toon Claes, Frank Handelberg, Koen Lagae, Jan van der Bauwhede, Hilde Vandenneucker, K Gie Auw Yang, Mislav Jelic, Rene Verdonk, Nancy Veulemans, Johan Bellemans, Frank P Luyten","As the natural healing capacity of damaged articular cartilage is poor, joint surface injuries are a prime target for regenerative medicine. Characterized chondrocyte implantation uses an autologous cartilage cell therapy product that has been optimized for its biological potency to form stable cartilage tissue in vivo.",2008,Jeyaraman_2020,1
19339575,Articular cartilage degeneration following the treatment of focal cartilage defects with ceramic metal implants and compared with microfracture.,"R J H Custers, D B F Saris, W J A Dhert, A J Verbout, M H P van Rijen, S C Mastbergen, F P J G Lafeber, L B Creemers","Localized cartilage defects are frequently associated with joint pain, reduced function, and a predisposition to the development of osteoarthritis. The purposes of the current study were to investigate the feasibility of the application of defect-sized femoral implants for the treatment of localized cartilage defects and to compare this treatment, in terms of joint degeneration, with the use of microfracture in a goat model of established cartilage defects.",2009,Jeyaraman_2020,1
19846694,Treatment of symptomatic cartilage defects of the knee: characterized chondrocyte implantation results in better clinical outcome at 36 months in a randomized trial compared to microfracture.,"Daniel B F Saris, Johan Vanlauwe, Jan Victor, Karl Fredrik Almqvist, Rene Verdonk, Johan Bellemans, Frank P Luyten",Damaged articular cartilage has limited capacity for self-repair. Autologous chondrocyte implantation using a characterized cell therapy product results in significantly better early structural repair as compared with microfracture in patients with symptomatic joint surface defects of the femoral condyles of the knee.,2009,Jeyaraman_2020,1
20062969,Matrix-induced autologous chondrocyte implantation versus microfracture in the treatment of cartilage defects of the knee: a 2-year randomised study.,"Erhan Basad, Bernd Ishaque, Georg Bachmann, Henning Stürz, Jürgen Steinmeyer","Cartilage defects occur in approximately 12% of the population and can result in significant function impairment and reduction in quality of life. Evidence for the variety of surgical treatments available is inconclusive. This study aimed to compare the clinical outcomes of patients with symptomatic cartilage defects treated with matrix-induced autologous chondrocyte implantation (MACI or microfracture (MF). Included patients were >or= 18 and <or= 50 years of age with symptomatic, post-traumatic, single, isolated chondral defects (4-10 cm2) and were randomised to receive MACI or MF. Patients were followed up 8-12, 22-26 and 50-54 weeks post-operatively for efficacy and safety evaluation. Outcome measures were the Tegner, Lysholm and ICRS scores. Sixty patients were included in a randomised study (40 MACI, 20 MF). The difference between baseline and 24 months post-operatively for both treatment groups was significant for the Lysholm, Tegner, patient ICRS and surgeon ICRS scores (all P < 0.0001). However, MACI was significantly more effective over time (24 months versus baseline) than MF according to the Lysholm (P = 0.005), Tegner (P = 0.04), ICRS patient (P = 0.03) and ICRS surgeon (P = 0.02) scores. There were no safety issues related to MACI or MF during the study. MACI is superior to MF in the treatment of articular defects over 2 years. MACI and MF are complementary procedures, depending on the size of the defect and symptom recurrence. The MACI technique represents a significant advance over both first and second generation chondrocyte-based cartilage repair techniques for surgeons, patients, health care institutions and payers in terms of reproducibility, safety, intraoperative time, surgical simplicity and reduced invasiveness.",2010,Jeyaraman_2020,1
20104156,"A prospective, randomized clinical study of osteochondral autologous transplantation versus microfracture for the treatment of osteochondritis dissecans in the knee joint in children.","Rimtautas Gudas, Rasa Simonaityte, Emilis Cekanauskas, Ramūnas Tamosiūnas",The aim of this study was to compare the outcomes of the arthroscopic mosaic-type osteochondral autologous transplantation (OAT) and microfracture (MF) procedures for the treatment of osteochondritis dissecans (OCD) defects of the femoral condyles of the knee joint in children under the age of 18 years.,2009,Jeyaraman_2020,1
21900624,Articular cartilage treatment in high-level male soccer players: a prospective comparative study of arthroscopic second-generation autologous chondrocyte implantation versus microfracture.,"Elizaveta Kon, Giuseppe Filardo, Massimo Berruto, Francesco Benazzo, Giacomo Zanon, Stefano Della Villa, Maurilio Marcacci","Soccer is a highly demanding sport for the knee joint, and chondral injuries can cause disabling symptoms that may jeopardize an athlete's career. Articular cartilage lesions are difficult to treat, and the increased mechanical stress produced by this sport makes their management even more complex.",2011,Jeyaraman_2020,1
21908720,Five-year outcome of characterized chondrocyte implantation versus microfracture for symptomatic cartilage defects of the knee: early treatment matters.,"Johan Vanlauwe, Daniel B F Saris, Jan Victor, Karl Fredrik Almqvist, Johan Bellemans, Frank P Luyten","Characterized chondrocyte implantation (CCI) results in significantly better early structural tissue regeneration than microfracture (MF), and CCI has a midterm clinical benefit over microfracture.",2011,Jeyaraman_2020,1
22572868,Microfracture combined with osteochondral paste implantation was more effective than microfracture alone for full-thickness cartilage repair.,"Linzi Xing, Yiqiu Jiang, Jianchao Gui, Yiming Lu, Feng Gao, Yang Xu, Yan Xu",The aim of this study was to evaluate whether the microfracture combined with osteochondral paste implantation could promote the quality of the regenerated tissue in the knee joints of rabbits.,2013,Jeyaraman_2020,1
22637204,"NeoCart, an autologous cartilage tissue implant, compared with microfracture for treatment of distal femoral cartilage lesions: an FDA phase-II prospective, randomized clinical trial after two years.","Dennis C Crawford, Thomas M DeBerardino, Riley J Williams","Despite introduction of autologous chondrocyte therapy for repair of hyaline articular cartilage injury in 1994, microfracture remains a primary standard of care. NeoCart, an autologous cartilage tissue implant, was compared with microfracture in a multisite prospective, randomized trial of a tissue-engineered bioimplant for treating articular cartilage injuries in the knee.",2012,Jeyaraman_2020,1
23024150,"Ten-year follow-up of a prospective, randomized clinical study of mosaic osteochondral autologous transplantation versus microfracture for the treatment of osteochondral defects in the knee joint of athletes.","Rimtautas Gudas, Agne Gudaite, Arnoldas Pocius, Asta Gudiene, Emilis Cekanauskas, Egle Monastyreckiene, Algidas Basevicius","Various techniques have proven to be effective for treating articular cartilage defect (ACD) and osteochondral defect (OCD) of the knee joint, but knowledge regarding which method is best still remains uncertain.",2012,Jeyaraman_2020,1
24286801,"Injectable cultured bone marrow-derived mesenchymal stem cells in varus knees with cartilage defects undergoing high tibial osteotomy: a prospective, randomized controlled clinical trial with 2 years' follow-up.","Keng Lin Wong, Kevin Boon Leng Lee, Bee Choo Tai, Ping Law, Eng Hin Lee, James H P Hui",To analyze the results of the use of intra-articular cultured autologous bone marrow-derived mesenchymal stem cell (MSC) injections in conjunction with microfracture and medial opening-wedge high tibial osteotomy (HTO).,2013,Jeyaraman_2020,1
25763853,Clinical and MRI outcomes of HA injection following arthroscopic microfracture for osteochondral lesions of the talus.,"Xi-Liang Shang, Hong-Yue Tao, Shi-Yi Chen, Yun-Xia Li, Ying-Hui Hua",The purpose of this study was to compare the clinical and magnetic resonance imaging (MRI) outcomes of arthroscopic microfracture surgery alone or in combination with hyaluronic acid (HA) injection in the treatment of osteochondral lesions of the talus.,2016,Jeyaraman_2020,1
26585585,Adipose-Derived Mesenchymal Stem Cells With Microfracture Versus Microfracture Alone: 2-Year Follow-up of a Prospective Randomized Trial.,"Yong-Gon Koh, Oh-Ryong Kwon, Yong-Sang Kim, Yun-Jin Choi, Dae-Hyun Tak",To compare the clinical and radiologic efficacy of adipose-derived stem cells (ADSCs) with fibrin glue and microfracture (MFX) versus MFX alone in patients with symptomatic knee cartilage defects.,2016,Jeyaraman_2020,1
26956476,Focal cartilage defects in the knee - a randomized controlled trial comparing autologous chondrocyte implantation with arthroscopic debridement.,"Per-Henrik Randsborg, Jan Brinchmann, Sverre Løken, Heidi Andreassen Hanvold, Tommy Frøseth Aae, Asbjørn Årøen","Focal cartilage injuries in the knee might have devastating effect due to the predisposition of early onset osteoarthritis. Various surgical treatment options are available, however no statistically significant differences have been found between the different surgical treatments. This supports the suggestion that the improvement might be a result of the post-operative rehabilitation rather than the surgery itself. Autologous chondrocyte implantation (ACI) has become a recognized treatment option for larger cartilage lesions in the knee. Although ACI has been compared to other surgical treatment such as microfracture and mosaicplasty, it has never been directly compared to simple arthroscopic debridement and rehabilitation alone. In this study we want to increase clinical and economic knowledge about autologous chondrocyte implantation compared to arthroscopic debridement and physical rehabilitation in the short and long run.",2016,Jeyaraman_2020,1
27206690,The Effect of Cell Dose on the Early Magnetic Resonance Morphological Outcomes of Autologous Cell Implantation for Articular Cartilage Defects in the Knee: A Randomized Clinical Trial.,"Philipp Niemeyer, Volker Laute, Thilo John, Christoph Becher, Peter Diehl, Thomas Kolombe, Jakob Fay, Rainer Siebold, Milan Niks, Stefan Fickert, Wolfgang Zinser","Although autologous chondrocyte implantation (ACI) has been established as a standard treatment for large full-thickness cartilage defects, the effect of different doses of autologous chondrocyte products on structural outcomes has never been examined.",2016,Jeyaraman_2020,1
27474386,One-Stage Cartilage Repair Using a Hyaluronic Acid-Based Scaffold With Activated Bone Marrow-Derived Mesenchymal Stem Cells Compared With Microfracture: Five-Year Follow-up.,"Alberto Gobbi, Graeme P Whyte","Articular cartilage injury is frequently encountered, yet treatment options capable of providing durable cartilage repair are limited.",2016,Jeyaraman_2020,1
27574261,Microfracture technique versus carbon fibre rod implantation for treatment of knee articular cartilage lesions.,"U Dasar, S Gursoy, M Akkaya, O Algin, C Isik, M Bozkurt",To compare the microfracture technique with carbon fibre rod implantation for treatment of knee articular cartilage lesions.,2016,Jeyaraman_2020,1
27881381,Two-Year Outcomes of a Randomized Trial Investigating a 6-Week Return to Full Weightbearing After Matrix-Induced Autologous Chondrocyte Implantation.,"Jay R Ebert, Peter K Edwards, Michael Fallon, Timothy R Ackland, Gregory C Janes, David J Wood","Matrix-induced autologous chondrocyte implantation (MACI) has demonstrated encouraging outcomes in treating patients with knee cartilage defects. Postoperatively, the time required to attain full weightbearing (WB) remains conservative.",2017,Jeyaraman_2020,1
26685030,Adipose derived mesenchymal stem cell therapy in the treatment of isolated knee chondral lesions: design of a randomised controlled pilot study comparing arthroscopic microfracture versus arthroscopic microfracture combined with postoperative mesenchymal stem cell injections.,"Julien Freitag, Jon Ford, Dan Bates, Richard Boyd, Andrew Hahne, Yuanyuan Wang, Flavia Cicuttini, Leesa Huguenin, Cameron Norsworthy, Kiran Shah","The management of intra-articular chondral defects in the knee remains a challenge. Inadequate healing in areas of weight bearing leads to impairment in load transmission and these defects predispose to later development of osteoarthritis. Surgical management of full thickness chondral defects include arthroscopic microfracture and when appropriate autologous chondrocyte implantation. This latter method however is technically challenging, and may not offer significant improvement over microfracture. Preclinical and limited clinical trials have indicated the capacity of mesenchymal stem cells to influence chondral repair. The aim of this paper is to describe the methodology of a pilot randomised controlled trial comparing arthroscopic microfracture alone for isolated knee chondral defects versus arthroscopic microfracture combined with postoperative autologous adipose derived mesenchymal stem cell injections.",2015,Jeyaraman_2020,1
22539536,A randomized trial comparing accelerated and traditional approaches to postoperative weightbearing rehabilitation after matrix-induced autologous chondrocyte implantation: findings at 5 years.,"Jay R Ebert, Michael Fallon, M H Zheng, David J Wood, Timothy R Ackland","While structured postoperative rehabilitation after matrix-induced autologous chondrocyte implantation (MACI) is considered critical, very little has been made available on how best to progressively increase weightbearing and exercise after surgery.",2012,Jeyaraman_2020,1
31549208,Implantation of mesenchymal stem cells in combination with allogenic cartilage improves cartilage regeneration and clinical outcomes in patients with concomitant high tibial osteotomy.,"Yong Sang Kim, Pill Ku Chung, Dong Suk Suh, Dong Beom Heo, Dae Hyun Tak, Yong Gon Koh","This study aimed to compare the clinical, radiological, and second-look arthroscopic outcomes of implanting mesenchymal stem cells (MSCs) alone and together with allogenic cartilage in patients treated with concomitant high tibial oteotomy (HTO) for varus knee osteoarthritis.",2020,Jeyaraman_2020,1
31251661,Severe Bone Marrow Edema Among Patients Who Underwent Prior Marrow Stimulation Technique Is a Significant Predictor of Graft Failure After Autologous Chondrocyte Implantation.,"Gergo Merkely, Takahiro Ogura, Tim Bryant, Tom Minas","Autologous chondrocyte implantation (ACI) is a well-established cartilage repair procedure; however, numerous studies have shown higher ACI graft failure rates after prior marrow stimulation techniques (MSTs).",2019,Jeyaraman_2020,1
